date_created,message
2019-11-05 01:17:31,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:16:34,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:16:32,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:15:59,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:15:58,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:15:28,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:15:09,Opinion in @nytimes reads uninsulated PG&amp;E power disconnects sparking &amp; arcing as cause of #wildfires--&gt;we should c… https://t.co/d6SOyQ6JXD
2019-11-05 01:14:28,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:12:28,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:12:08,"#Australia's iconic #koala #threatened by #deforestation and #bushfires - As #logging, #wildfires and #drought beco… https://t.co/OE9ObGSmys"
2019-11-05 01:11:34,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:09:58,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:09:39,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:09:38,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:08:55,"Once again, Trump threatens to pull federal funding for California #wildfires, but he didn’t miss a beat rushing to… https://t.co/DkqgMba5aj"
2019-11-05 01:08:12,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:07:45,"RT @mmbilal: Couldn't get Billy Joel out of my head today ahead of this @clarfton -produced episode of @AJStream. Though in this case, some…"
2019-11-05 01:07:35,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:06:11,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:05:48,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:05:06,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:04:56,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:04:49,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:03:17,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:03:03,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:02:58,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:02:46,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:02:38,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:02:21,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:01:51,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:01:22,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:01:18,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:00:45,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:00:42,RT @britahorn: My heat is still pumping.... check this out! ❤️❤️❤️ #wildfire #wildfires 🚒🚒https://t.co/DaZAD3w0kQ
2019-11-05 01:00:32,RT @chooselovetoday: Community #Poll RE-TWEET #TheTruthCommunity #truthers #truth #WildFires #DirectedEnergyWeapons #HAARP #WeatherModifica…
2019-11-05 01:00:22,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 01:00:06,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:59:33,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:59:22,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:59:11,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:59:04,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:58:20,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:57:49,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:57:44,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:57:33,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:57:31,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:57:25,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:57:18,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:57:12,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:56:35,"RT @Steampunkflyer: #Trump is the #WorstPresidentinHistory bar none!

Americans in #California are coping with historically bad #wildfires…"
2019-11-05 00:56:33,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:56:28,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:56:27,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:56:24,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:56:23,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:56:10,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed his threat to cu…"
2019-11-05 00:55:43,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:55:40,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:55:27,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:55:17,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:55:08,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:54:54,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:54:09,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:53:51,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:53:30,"RT @MontyBoa99: @RobAnderson2018 Yes.
Failure to conduct proper stewardship of federal assets constitutes ""maladministration"", which is a m…"
2019-11-05 00:53:16,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:53:16,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:52:31,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:52:04,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:51:41,"RT @MontyBoa99: @RobAnderson2018 Yes.
Failure to conduct proper stewardship of federal assets constitutes ""maladministration"", which is a m…"
2019-11-05 00:50:09,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:50:02,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:49:43,"RT @MontyBoa99: @RobAnderson2018 Yes.
Failure to conduct proper stewardship of federal assets constitutes ""maladministration"", which is a m…"
2019-11-05 00:49:07,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:49:06,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:48:49,🎉 Woo hoo! #PL1 #wildfires https://t.co/zfoys6z7pJ
2019-11-05 00:48:09,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:47:19,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:47:06,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:47:01,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:46:39,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:46:34,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:46:32,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:45:14,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:45:11,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:45:07,"There's no place like home. If history repeats itself, residents impacted by #wildfires and even the recent power s… https://t.co/GonTWpqwVM"
2019-11-05 00:44:54,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed his threat to cu…"
2019-11-05 00:44:34,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:44:33,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:44:30,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:43:46,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:43:35,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:43:23,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:43:10,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:42:38,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:42:28,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:42:26,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:42:23,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:42:13,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:42:10,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:42:03,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:42:00,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:41:44,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:41:36,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:41:32,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:41:09,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:41:06,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:41:01,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:40:12,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the threat to cu…"
2019-11-05 00:40:03,California's Preemptive Blackouts Put A Strain On People With Home Medical Needs https://t.co/8uZn6CnksN #Wildfires #MSSNY
2019-11-05 00:40:01,"“Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed the thre… https://t.co/JHSFbjTt7L"
2019-11-05 00:33:28,"#Trump is the #WorstPresidentinHistory bar none!

Americans in #California are coping with historically bad… https://t.co/Gjj505yy31"
2019-11-05 00:27:46,"RT @yamphoto: For those interested, our @datagraphics folks put together an interactive map tracking #wildfires 🔥🔥🔥  throughout the Golden…"
2019-11-05 00:20:45,#GoodNews New #radar helps #scientists see inside #wildfires and fits on the back of a truck Help Determine How Bes… https://t.co/ka81lyqAiw
2019-11-05 00:18:48,RT @DanitaBlackwood: Fire resistant homes are being built in #California. @SFGate takes a look at the features of the new #homes and what #…
2019-11-05 00:13:06,"RT @mmbilal: Couldn't get Billy Joel out of my head today ahead of this @clarfton -produced episode of @AJStream. Though in this case, some…"
2019-11-05 00:11:25,"They were joined by #NielsAndela of @NASAGoddard, whose job it is to study fire trends across the globe. Are those… https://t.co/Ro8Ez0Z69T"
2019-11-05 00:07:43,"RT @Alex_Verbeek: 🐎

Horses are right to be scared of fire. 
And that is precisely why this brave mare knew she had to run back into the bl…"
2019-11-05 00:05:53,"RT @KoehlerMatthew: A decent post-#wildfire recovery story from the @missoulian.

“From a #wildlife biologist’s point of view, the diversit…"
2019-11-05 00:04:48,"RT @yamphoto: For those interested, our @datagraphics folks put together an interactive map tracking #wildfires 🔥🔥🔥  throughout the Golden…"
2019-11-05 00:04:23,"RT @KPbewelldoc: ☀️“The #ClimateChange crisis is this generation’s great problem to solve.”

Spread this moving account of how #wildfires a…"
2019-11-05 00:04:12,@GavinNewsom The California Democrats and Environmentalist are just as guilty as PG&amp;E for the #WildFires in Califor… https://t.co/kaLaTfOAB5
2019-11-05 00:03:17,"RT @MontyBoa99: @RobAnderson2018 Yes.
Failure to conduct proper stewardship of federal assets constitutes ""maladministration"", which is a m…"
2019-11-05 00:02:44,"RT @BrandiSaari: #Trump Threatens To Pull Federal Aid 

As California recovers from devastating #wildfires,  #Trump lashed out at #Californ…"
2019-11-05 00:01:08,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed his threat to cu…"
2019-11-05 00:00:27,"Wildfires are only increasing in severity and frequency, so UNL is now backing a startup company that aims to help… https://t.co/Ysc7swZu44"
2019-11-04 23:58:47,"RT @yamphoto: For those interested, our @datagraphics folks put together an interactive map tracking #wildfires 🔥🔥🔥  throughout the Golden…"
2019-11-04 23:57:50,"RT @yamphoto: For those interested, our @datagraphics folks put together an interactive map tracking #wildfires 🔥🔥🔥  throughout the Golden…"
2019-11-04 23:55:55,"PFT President Laurie Wayburn will be participating in a panel (succinctly titled ""Why?"") at Capitol Weekly's confer… https://t.co/tddqEKXx5l"
2019-11-04 23:55:20,RT @ChristianDems: Making this suggestion is absolutely inhumane. We continue to pray for all affected by the #wildfires. https://t.co/TZZT…
2019-11-04 23:54:52,"RT @Crof: This is bad: When the power went out during California’s #wildfires, the air quality monitors turned off, too https://t.co/Orp543…"
2019-11-04 23:53:48,"RT @CMAdocs: ""Most physicians never anticipate having to empty their hospitals while smoke fills the halls and the sky glows red. This is b…"
2019-11-04 23:53:07,"RT @highcountrynews: Two 2018 California #wildfires may have contributed to the deaths of 1400 more people than originally thought, accordi…"
2019-11-04 23:51:35,"This is bad: When the power went out during California’s #wildfires, the air quality monitors turned off, too https://t.co/Orp543DBoo"
2019-11-04 23:51:05,"RT @mmbilal: Couldn't get Billy Joel out of my head today ahead of this @clarfton -produced episode of @AJStream. Though in this case, some…"
2019-11-04 23:50:34,Couldn't get Billy Joel out of my head today ahead of this @clarfton -produced episode of @AJStream. Though in this… https://t.co/WPEi3kSAlJ
2019-11-04 23:49:26,"RT @yamphoto: For those interested, our @datagraphics folks put together an interactive map tracking #wildfires 🔥🔥🔥  throughout the Golden…"
2019-11-04 23:48:46,"For those interested, our @datagraphics folks put together an interactive map tracking #wildfires 🔥🔥🔥  throughout t… https://t.co/hHegmUOzbI"
2019-11-04 23:48:24,"RT @highcountrynews: ""The mortality rates specifically linked to air pollution can be difficult to measure, but a particularly dramatic eve…"
2019-11-04 23:42:00,"""The mortality rates specifically linked to air pollution can be difficult to measure, but a particularly dramatic… https://t.co/eNGbKLRsgh"
2019-11-04 23:31:09,RT @DanitaBlackwood: Fire resistant homes are being built in #California. @SFGate takes a look at the features of the new #homes and what #…
2019-11-04 23:28:52,"RT @CaltransHQ: #TrafficAlert: Fire related State Hwy. Closures - Monday, Nov. 4th @ 11 AM. Please note conditions are subject to change. F…"
2019-11-04 23:27:46,RT @carlesdijous: NYT - 5 Lessons We Learned From the #California #Wildfires. This year’s fire season in California has been affected by bl…
2019-11-04 23:26:00,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed his threat to cu…"
2019-11-04 23:25:00,NYT - 5 Lessons We Learned From the #California #Wildfires. This year’s fire season in California has been affected… https://t.co/1IbibzlHQ2
2019-11-04 23:24:32,"Wildfires Burned 70 Million Acres in 10yrs
#wildfires
#california
https://t.co/1UIXgR5V6p"
2019-11-04 23:22:31,RT @sundanceJump: Come to this Mountainside - #sfRock #AlternativeMusic #AlternativeRock  #altMusic #altRock #rock #indieRock #forest #wild…
2019-11-04 23:21:25,"RT @MontyBoa99: @RobAnderson2018 Yes.
Failure to conduct proper stewardship of federal assets constitutes ""maladministration"", which is a m…"
2019-11-04 23:20:06,"RT @TopherCarlton: @urbanthoughts11 @avelezig Just a few thoughts from a #Conservative #American viewpoint!!! 

#MAGA #KAG #QAnon #WWG1WGA…"
2019-11-04 23:19:10,"RT @TopherCarlton: @urbanthoughts11 @avelezig Just a few thoughts from a #Conservative #American viewpoint!!! 

#MAGA #KAG #QAnon #WWG1WGA…"
2019-11-04 23:18:35,"RT @Loxodonta_s: May God calm the winds and the fires in #California † May God help the people, their pets, and the wildlife who are faced…"
2019-11-04 23:11:22,@GavinNewsom dont listen to @realDonaldTrump he has no clue about #wildfires or #infrastructure.
2019-11-04 23:11:11,"Sighting of the #smoke from the current #wildfires. 
. 
. 
. 
#MrsevvoTakesAVacation #RoadTrip @ San Bernardino - I… https://t.co/PBZqsQSJuL"
2019-11-04 23:09:39,RT @DanitaBlackwood: Fire resistant homes are being built in #California. @SFGate takes a look at the features of the new #homes and what #…
2019-11-04 23:05:31,"Over 1,500 California fires in the past 6 years — including the deadliest ever — were caused by one company: PG&amp;E.… https://t.co/UdhmNHuugJ"
2019-11-04 23:05:08,"#Trump threatens to cut federal funding for #California #wildfires

https://t.co/8WCZIVVms5 #climatechange #ethoslifestyle"
2019-11-04 23:05:03,"RT @TopherCarlton: @urbanthoughts11 @avelezig Just a few thoughts from a #Conservative #American viewpoint!!! 

#MAGA #KAG #QAnon #WWG1WGA…"
2019-11-04 23:02:38,"@urbanthoughts11 @avelezig Just a few thoughts from a #Conservative #American viewpoint!!! 

#MAGA #KAG #QAnon… https://t.co/TVtv7M2dLo"
2019-11-04 22:52:56,"RT @Chwistofu: For #NSPS2019 friends who asked or others who I didn’t get to talk with, here’s our @UCB_SciPolicy poster on the PG&amp;E bankru…"
2019-11-04 22:51:45,"RT @Chwistofu: For #NSPS2019 friends who asked or others who I didn’t get to talk with, here’s our @UCB_SciPolicy poster on the PG&amp;E bankru…"
2019-11-04 22:49:57,Fire resistant homes are being built in #California. @SFGate takes a look at the features of the new #homes and wha… https://t.co/Khb4R5XTWg
2019-11-04 22:47:39,"RT @Chwistofu: For #NSPS2019 friends who asked or others who I didn’t get to talk with, here’s our @UCB_SciPolicy poster on the PG&amp;E bankru…"
2019-11-04 22:38:43,"RT @GIS_Bandit: Blog: '#Mapping High Winds and #Wildfires' https://t.co/QTWaXI7rNT by @danpisut 

#CAfires #fires #PublicSafety #EmergencyR…"
2019-11-04 22:35:43,It takes some kind of person to chastise &amp; threaten a state that is currently fighting climate-change-induced wildf… https://t.co/OkMor8G2ny
2019-11-04 22:35:35,"RT @RedCross: The California #wildfires have forced blood drive cancellations on the west coast, resulting in a loss of over 450 units of u…"
2019-11-04 22:33:21,Thank you to all the brave #firefighters out there working so hard trying to stop all the #wildfires You are in our… https://t.co/qDJmlORI4U
2019-11-04 22:32:24,"What Should You Pack During an Evacuation? We have a few tips: https://t.co/S7RLej2QU2

#SERVPRO #Emergency… https://t.co/k2hfpcXaxj"
2019-11-04 22:31:56,"RT @highcountrynews: Two 2018 California #wildfires may have contributed to the deaths of 1400 more people than originally thought, accordi…"
2019-11-04 22:30:59,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed his threat to cu…"
2019-11-04 22:20:17,"For #NSPS2019 friends who asked or others who I didn’t get to talk with, here’s our @UCB_SciPolicy poster on the PG… https://t.co/63w93YkgoU"
2019-11-04 22:20:00,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed his threat to cu…"
2019-11-04 22:15:24,"Good news story of the day.👍🙂
John Cena Donates $500K to California Firefighters and Gets Film Company to Do the Sa… https://t.co/8LAwDybmmp"
2019-11-04 22:12:57,"America's love-hate relationship with California, a state living our dystopian future (by @LeMenagerUO of @UOregon)… https://t.co/0yY1RYLVly"
2019-11-04 22:11:36,"RT @JosephPrigith: How do wildfires impact the environment?
How does Wildfire affect animals?
What are the main effects of wildfires?
How l…"
2019-11-04 22:09:26,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed his threat to cu…"
2019-11-04 22:02:57,RT @KoehlerMatthew: None of the major California #wildfires are burning in forests. The Ronald Reagan Library isn't in a forest. Research c…
2019-11-04 22:02:21,"RT @KoehlerMatthew: Yesterday, @realDonaldTrump blamed #California #wildfires on bad ""forest management."" The @forestservice fires in south…"
2019-11-04 22:02:12,"RT @KoehlerMatthew: A decent post-#wildfire recovery story from the @missoulian.

“From a #wildlife biologist’s point of view, the diversit…"
2019-11-04 21:59:07,Wildfires Burned 70 Million Acres in a Decade  https://t.co/Vg9t4CBCiL  #Wildfires  #WildfiresAcreageinDecades  #Chart
2019-11-04 21:58:55,"RT @AJStream: @AJEnglish @GlenMMacDonald1 @stavercarla @FireWeatherLab @RSFireNerd Thank you to our guests: Niels Andela, @GlenMMacDonald1…"
2019-11-04 21:58:08,"RT @highcountrynews: Two 2018 California #wildfires may have contributed to the deaths of 1400 more people than originally thought, accordi…"
2019-11-04 21:53:47,"RT @highcountrynews: Two 2018 California #wildfires may have contributed to the deaths of 1400 more people than originally thought, accordi…"
2019-11-04 21:53:26,"RT @CaltransHQ: #TrafficAlert: Fire related State Hwy. Closures - Monday, Nov. 4th @ 11 AM. Please note conditions are subject to change. F…"
2019-11-04 21:53:25,"Thank you to all the first responders for working so hard! 

""#MatthewMcConaughey helps prepare over 800 hot meals… https://t.co/TvUBygYreZ"
2019-11-04 21:51:12,"RT @highcountrynews: Two 2018 California #wildfires may have contributed to the deaths of 1400 more people than originally thought, accordi…"
2019-11-04 21:51:00,"Two 2018 California #wildfires may have contributed to the deaths of 1400 more people than originally thought, acco… https://t.co/IulAu211y4"
2019-11-04 21:49:24,@arieljones411 She is a damn fool AND a Liar! Period... there is no Truth/Good/honor in her! 😡 #California #CA #WildFires As we speak 🖕
2019-11-04 21:43:57,RT @AOECOIN: Wind Turbines are sparking more #wildfires in #California &amp; #PGE is getting the blame. Its also being blamed on #Climatechange…
2019-11-04 21:33:26,"This is exactly the kind of simple, resourceful, outside of the box thinking that we need to gain the upper hand in… https://t.co/hQz4bTKZGp"
2019-11-04 21:31:54,"The #president that won't fight #California #wildfires will rush to help his #campaign bankroll, #russia https://t.co/BjqLJwmTaj"
2019-11-04 21:30:55,"RT @StanfordWoods: How did #California become the state with intense fires and rolling blackouts?

Watch @MichaelWWara on @NewsHour discuss…"
2019-11-04 21:30:24,Thank goodness for the radio!  ¡Gracias a dios por la radio!  📻🎙🔥 #Farmworker  #HelthSafety  #Campesinos… https://t.co/iJfJDGhK8z
2019-11-04 21:29:59,Four #California counties top the list of places at risk of losing the most housing value due to destruction from… https://t.co/2aG3ewiUgE
2019-11-04 21:28:13,"As California #wildfires grow more frequent, so do concerns for field #workers, who can face conditions that jeopar… https://t.co/Ot8Hv8YPyj"
2019-11-04 21:26:35,RT @SEP_US: UC Berkeley professors discuss the California #wildfires and air quality: “Air pollution is arguably the greatest environmental…
2019-11-04 21:24:42,"RT @EpochTimes: “Get your act together Governor. You don’t see close to the level of burn in other states.”

Trump renewed his threat to cu…"
2019-11-04 21:23:35,RT @StanfordEnergy: Put PG&amp;E’s power lines underground? It can be done — expensively and slowly. @sfchronicle w/ @StanfordWoods' Michael Wa…
2019-11-04 21:23:15,RT @StanfordWoods: “They wake up and go outside &amp; they can’t breathe &amp; there’s ash on their car. It’s not something you read about in the n…
2019-11-04 21:23:03,"RT @StanfordWoods: How did #California become the state with intense fires and rolling blackouts?

Watch @MichaelWWara on @NewsHour discuss…"
